"ZIP_CODE","STATE","ZIP_TYPE","RUCA1","RUCA2","rurality"
"01745","MA","Zip Code Area","1","1","Urban"
"01746","MA","Zip Code Area","1","1","Urban"
"01747","MA","Zip Code Area","1","1","Urban"
"01748","MA","Zip Code Area","1","1","Urban"
"01749","MA","Zip Code Area","1","1","Urban"
"01752","MA","Zip Code Area","1","1","Urban"
"01754","MA","Zip Code Area","1","1","Urban"
"01756","MA","Zip Code Area","1","1","Urban"
"01757","MA","Zip Code Area","1","1","Urban"
"01760","MA","Zip Code Area","1","1","Urban"
"01770","MA","Zip Code Area","1","1","Urban"
"01772","MA","Zip Code Area","1","1","Urban"
"01773","MA","Zip Code Area","1","1","Urban"
"01775","MA","Zip Code Area","1","1","Urban"
"01776","MA","Zip Code Area","1","1","Urban"
"01778","MA","Zip Code Area","1","1","Urban"
"01784","MA","Post Office or large volume customer","1","1","Urban"
"01801","MA","Zip Code Area","1","1","Urban"
"01803","MA","Zip Code Area","1","1","Urban"
"01805","MA","Post Office or large volume customer","1","1","Urban"
"01810","MA","Zip Code Area","1","1","Urban"
"01812","MA","Post Office or large volume customer","1","1","Urban"
"01813","MA","Post Office or large volume customer","1","1","Urban"
"01815","MA","Post Office or large volume customer","1","1","Urban"
"01821","MA","Zip Code Area","1","1","Urban"
"01822","MA","Post Office or large volume customer","1","1","Urban"
"01824","MA","Zip Code Area","1","1","Urban"
"01826","MA","Zip Code Area","1","1","Urban"
"01827","MA","Zip Code Area","2","2","Suburban"
"01830","MA","Zip Code Area","1","1","Urban"
"01831","MA","Post Office or large volume customer","1","1","Urban"
"01832","MA","Zip Code Area","1","1","Urban"
"01833","MA","Zip Code Area","1","1","Urban"
"01834","MA","Zip Code Area","1","1","Urban"
"01835","MA","Zip Code Area","1","1","Urban"
"01840","MA","Zip Code Area","1","1","Urban"
"01841","MA","Zip Code Area","1","1","Urban"
"01842","MA","Post Office or large volume customer","1","1","Urban"
"01843","MA","Zip Code Area","1","1","Urban"
"01844","MA","Zip Code Area","1","1","Urban"
"01845","MA","Zip Code Area","1","1","Urban"
"01850","MA","Zip Code Area","1","1","Urban"
"01851","MA","Zip Code Area","1","1","Urban"
"01852","MA","Zip Code Area","1","1","Urban"
"01853","MA","Post Office or large volume customer","1","1","Urban"
"01854","MA","Zip Code Area","1","1","Urban"
"01860","MA","Zip Code Area","1","1","Urban"
"01862","MA","Zip Code Area","1","1","Urban"
"01863","MA","Zip Code Area","1","1","Urban"
"01864","MA","Zip Code Area","1","1","Urban"
"01865","MA","Post Office or large volume customer","1","1","Urban"
"01866","MA","Post Office or large volume customer","1","1","Urban"
"01867","MA","Zip Code Area","1","1","Urban"
"01876","MA","Zip Code Area","1","1","Urban"
"01879","MA","Zip Code Area","1","1","Urban"
"01880","MA","Zip Code Area","1","1","Urban"
"01885","MA","Post Office or large volume customer","1","1","Urban"
"01886","MA","Zip Code Area","1","1","Urban"
"01887","MA","Zip Code Area","1","1","Urban"
"01888","MA","Post Office or large volume customer","1","1","Urban"
"01889","MA","Post Office or large volume customer","1","1","Urban"
"01890","MA","Zip Code Area","1","1","Urban"
"01899","MA","Post Office or large volume customer","1","1","Urban"
"01901","MA","Zip Code Area","1","1","Urban"
"01902","MA","Zip Code Area","1","1","Urban"
"01903","MA","Post Office or large volume customer","1","1","Urban"
"01904","MA","Zip Code Area","1","1","Urban"
"01905","MA","Zip Code Area","1","1","Urban"
"01906","MA","Zip Code Area","1","1","Urban"
"01907","MA","Zip Code Area","1","1","Urban"
"01908","MA","Zip Code Area","1","1","Urban"
"01910","MA","Post Office or large volume customer","1","1","Urban"
"01913","MA","Zip Code Area","1","1","Urban"
"01915","MA","Zip Code Area","1","1","Urban"
"01921","MA","Zip Code Area","1","1","Urban"
"01922","MA","Zip Code Area","1","1","Urban"
"01923","MA","Zip Code Area","1","1","Urban"
"01929","MA","Zip Code Area","1","1","Urban"
"01930","MA","Zip Code Area","1","1","Urban"
"01931","MA","Post Office or large volume customer","1","1","Urban"
"01936","MA","Post Office or large volume customer","1","1","Urban"
"01937","MA","Post Office or large volume customer","1","1","Urban"
"01938","MA","Zip Code Area","1","1","Urban"
"01940","MA","Zip Code Area","1","1","Urban"
"01944","MA","Zip Code Area","1","1","Urban"
"01945","MA","Zip Code Area","1","1","Urban"
"01949","MA","Zip Code Area","1","1","Urban"
"01950","MA","Zip Code Area","1","1","Urban"
"01951","MA","Zip Code Area","1","1","Urban"
"01952","MA","Zip Code Area","1","1","Urban"
"01960","MA","Zip Code Area","1","1","Urban"
"01961","MA","Post Office or large volume customer","1","1","Urban"
"01965","MA","Post Office or large volume customer","1","1","Urban"
"01966","MA","Zip Code Area","1","1","Urban"
"01969","MA","Zip Code Area","1","1","Urban"
"01970","MA","Zip Code Area","1","1","Urban"
"01971","MA","Post Office or large volume customer","1","1","Urban"
"01982","MA","Zip Code Area","1","1","Urban"
"01983","MA","Zip Code Area","1","1","Urban"
"01984","MA","Zip Code Area","1","1","Urban"
"01985","MA","Zip Code Area","1","1","Urban"
"02018","MA","Post Office or large volume customer","1","1","Urban"
"02019","MA","Zip Code Area","1","1","Urban"
"02020","MA","Post Office or large volume customer","1","1","Urban"
"02021","MA","Zip Code Area","1","1","Urban"
"02025","MA","Zip Code Area","1","1","Urban"
"02026","MA","Zip Code Area","1","1","Urban"
"02027","MA","Post Office or large volume customer","1","1","Urban"
"02030","MA","Zip Code Area","1","1","Urban"
"02032","MA","Zip Code Area","1","1","Urban"
"02035","MA","Zip Code Area","1","1","Urban"
"02038","MA","Zip Code Area","1","1","Urban"
"02040","MA","Post Office or large volume customer","1","1","Urban"
"02041","MA","Post Office or large volume customer","1","1","Urban"
"02043","MA","Zip Code Area","1","1","Urban"
"02044","MA","Post Office or large volume customer","1","1","Urban"
"02045","MA","Zip Code Area","1","1","Urban"
"02047","MA","Post Office or large volume customer","1","1","Urban"
"02048","MA","Zip Code Area","1","1","Urban"
"02050","MA","Zip Code Area","1","1","Urban"
"02051","MA","Post Office or large volume customer","1","1","Urban"
"02052","MA","Zip Code Area","1","1","Urban"
"02053","MA","Zip Code Area","1","1","Urban"
"02054","MA","Zip Code Area","1","1","Urban"
"02055","MA","Post Office or large volume customer","1","1","Urban"
"02056","MA","Zip Code Area","1","1","Urban"
"02059","MA","Post Office or large volume customer","1","1","Urban"
"02060","MA","Post Office or large volume customer","1","1","Urban"
"02061","MA","Zip Code Area","1","1","Urban"
"02062","MA","Zip Code Area","1","1","Urban"
"02065","MA","Post Office or large volume customer","1","1","Urban"
"02066","MA","Zip Code Area","1","1","Urban"
"02067","MA","Zip Code Area","1","1","Urban"
"02070","MA","Post Office or large volume customer","1","1","Urban"
"02071","MA","Zip Code Area","1","1","Urban"
"02072","MA","Zip Code Area","1","1","Urban"
"02081","MA","Zip Code Area","1","1","Urban"
"02090","MA","Zip Code Area","1","1","Urban"
"02093","MA","Zip Code Area","1","1","Urban"
"02108","MA","Zip Code Area","99","99","Rural"
"02109","MA","Zip Code Area","1","1","Urban"
"02110","MA","Zip Code Area","1","1","Urban"
"02111","MA","Zip Code Area","1","1","Urban"
"02112","MA","Post Office or large volume customer","1","1","Urban"
"02113","MA","Zip Code Area","1","1","Urban"
"02114","MA","Zip Code Area","1","1","Urban"
"02115","MA","Zip Code Area","1","1","Urban"
"02116","MA","Zip Code Area","1","1","Urban"
"02117","MA","Post Office or large volume customer","1","1","Urban"
"02118","MA","Zip Code Area","1","1","Urban"
"02119","MA","Zip Code Area","1","1","Urban"
"02120","MA","Zip Code Area","1","1","Urban"
"02121","MA","Zip Code Area","1","1","Urban"
"02122","MA","Zip Code Area","1","1","Urban"
"02123","MA","Post Office or large volume customer","1","1","Urban"
"02124","MA","Zip Code Area","1","1","Urban"
"02125","MA","Zip Code Area","1","1","Urban"
"02126","MA","Zip Code Area","1","1","Urban"
"02127","MA","Zip Code Area","1","1","Urban"
"02128","MA","Zip Code Area","1","1","Urban"
"02129","MA","Zip Code Area","1","1","Urban"
"02130","MA","Zip Code Area","1","1","Urban"
"02131","MA","Zip Code Area","1","1","Urban"
"02132","MA","Zip Code Area","1","1","Urban"
"02133","MA","Post Office or large volume customer","1","1","Urban"
"02134","MA","Zip Code Area","1","1","Urban"
"02135","MA","Zip Code Area","1","1","Urban"
"02136","MA","Zip Code Area","1","1","Urban"
"02137","MA","Post Office or large volume customer","1","1","Urban"
"02138","MA","Zip Code Area","1","1","Urban"
"02139","MA","Zip Code Area","1","1","Urban"
"02140","MA","Zip Code Area","1","1","Urban"
"02141","MA","Zip Code Area","1","1","Urban"
"02142","MA","Zip Code Area","1","1","Urban"
"02143","MA","Zip Code Area","1","1","Urban"
"02144","MA","Zip Code Area","1","1","Urban"
"02145","MA","Zip Code Area","1","1","Urban"
"02148","MA","Zip Code Area","1","1","Urban"
"02149","MA","Zip Code Area","1","1","Urban"
"02150","MA","Zip Code Area","1","1","Urban"
"02151","MA","Zip Code Area","1","1","Urban"
"02152","MA","Zip Code Area","1","1","Urban"
"02153","MA","Zip Code Area","1","1","Urban"
"02155","MA","Zip Code Area","1","1","Urban"
"02156","MA","Post Office or large volume customer","1","1","Urban"
"02163","MA","Zip Code Area","1","1","Urban"
"02169","MA","Zip Code Area","1","1","Urban"
"02170","MA","Zip Code Area","1","1","Urban"
"02171","MA","Zip Code Area","1","1","Urban"
"02176","MA","Zip Code Area","1","1","Urban"
"02180","MA","Zip Code Area","1","1","Urban"
"02184","MA","Zip Code Area","1","1","Urban"
"02185","MA","Post Office or large volume customer","1","1","Urban"
"02186","MA","Zip Code Area","1","1","Urban"
"02187","MA","Post Office or large volume customer","1","1","Urban"
"02188","MA","Zip Code Area","1","1","Urban"
"02189","MA","Zip Code Area","1","1","Urban"
"02190","MA","Zip Code Area","1","1","Urban"
"02191","MA","Zip Code Area","1","1","Urban"
"02196","MA","Post Office or large volume customer","1","1","Urban"
"02199","MA","Zip Code Area","1","1","Urban"
"02201","MA","Post Office or large volume customer","1","1","Urban"
"02203","MA","Post Office or large volume customer","1","1","Urban"
"02204","MA","Post Office or large volume customer","1","1","Urban"
"02205","MA","Post Office or large volume customer","1","1","Urban"
"02206","MA","Post Office or large volume customer","1","1","Urban"
"02210","MA","Zip Code Area","1","1","Urban"
"02211","MA","Post Office or large volume customer","1","1","Urban"
"02212","MA","Post Office or large volume customer","1","1","Urban"
"02215","MA","Zip Code Area","1","1","Urban"
"02217","MA","Post Office or large volume customer","1","1","Urban"
"02222","MA","Post Office or large volume customer","1","1","Urban"
"02238","MA","Post Office or large volume customer","1","1","Urban"
"02241","MA","Post Office or large volume customer","1","1","Urban"
"02266","MA","Post Office or large volume customer","1","1","Urban"
"02269","MA","Post Office or large volume customer","1","1","Urban"
"02283","MA","Post Office or large volume customer","1","1","Urban"
"02284","MA","Post Office or large volume customer","1","1","Urban"
"02293","MA","Post Office or large volume customer","1","1","Urban"
"02297","MA","Post Office or large volume customer","1","1","Urban"
"02298","MA","Post Office or large volume customer","1","1","Urban"
"02301","MA","Zip Code Area","1","1","Urban"
"02302","MA","Zip Code Area","1","1","Urban"
"02303","MA","Post Office or large volume customer","1","1","Urban"
"02304","MA","Post Office or large volume customer","1","1","Urban"
"02305","MA","Post Office or large volume customer","1","1","Urban"
"02322","MA","Zip Code Area","1","1","Urban"
"02324","MA","Zip Code Area","1","1","Urban"
"02325","MA","Zip Code Area","1","1","Urban"
"02327","MA","Post Office or large volume customer","1","1","Urban"
"02330","MA","Zip Code Area","1","1","Urban"
"02331","MA","Post Office or large volume customer","1","1","Urban"
"02332","MA","Zip Code Area","1","1","Urban"
"02333","MA","Zip Code Area","1","1","Urban"
"02334","MA","Post Office or large volume customer","1","1","Urban"
"02337","MA","Post Office or large volume customer","1","1","Urban"
"02338","MA","Zip Code Area","1","1","Urban"
"02339","MA","Zip Code Area","1","1","Urban"
"02341","MA","Zip Code Area","1","1","Urban"
"02343","MA","Zip Code Area","1","1","Urban"
"02344","MA","Post Office or large volume customer","1","1","Urban"
"02345","MA","Post Office or large volume customer","1","1","Urban"
"02346","MA","Zip Code Area","1","1","Urban"
"02347","MA","Zip Code Area","1","1","Urban"
"02348","MA","Post Office or large volume customer","1","1","Urban"
"02349","MA","Post Office or large volume customer","1","1","Urban"
"02350","MA","Post Office or large volume customer","1","1","Urban"
"02351","MA","Zip Code Area","1","1","Urban"
"02355","MA","Post Office or large volume customer","1","1","Urban"
"02356","MA","Zip Code Area","1","1","Urban"
"02357","MA","Post Office or large volume customer","1","1","Urban"
"02358","MA","Post Office or large volume customer","1","1","Urban"
"02359","MA","Zip Code Area","1","1","Urban"
"02360","MA","Zip Code Area","1","1","Urban"
"02361","MA","Post Office or large volume customer","1","1","Urban"
"02362","MA","Post Office or large volume customer","1","1","Urban"
"02364","MA","Zip Code Area","1","1","Urban"
"02366","MA","Post Office or large volume customer","1","1","Urban"
"02367","MA","Zip Code Area","2","2","Suburban"
"02368","MA","Zip Code Area","1","1","Urban"
"02370","MA","Zip Code Area","1","1","Urban"
"02375","MA","Zip Code Area","1","1","Urban"
"02379","MA","Zip Code Area","1","1","Urban"
"02381","MA","Post Office or large volume customer","1","1","Urban"
"02382","MA","Zip Code Area","1","1","Urban"
"02420","MA","Zip Code Area","1","1","Urban"
"02421","MA","Zip Code Area","1","1","Urban"
"02445","MA","Zip Code Area","1","1","Urban"
"02446","MA","Zip Code Area","1","1","Urban"
"02447","MA","Post Office or large volume customer","1","1","Urban"
"02451","MA","Zip Code Area","1","1","Urban"
"02452","MA","Zip Code Area","1","1","Urban"
"02453","MA","Zip Code Area","1","1","Urban"
"02454","MA","Post Office or large volume customer","1","1","Urban"
"02455","MA","Post Office or large volume customer","1","1","Urban"
"02456","MA","Post Office or large volume customer","1","1","Urban"
"02457","MA","Post Office or large volume customer","1","1","Urban"
"02458","MA","Zip Code Area","1","1","Urban"
"02459","MA","Zip Code Area","1","1","Urban"
"02460","MA","Zip Code Area","1","1","Urban"
"02461","MA","Zip Code Area","1","1","Urban"
"02462","MA","Zip Code Area","1","1","Urban"
"02464","MA","Zip Code Area","1","1","Urban"
"02465","MA","Zip Code Area","1","1","Urban"
"02466","MA","Zip Code Area","1","1","Urban"
"02467","MA","Zip Code Area","1","1","Urban"
"02468","MA","Zip Code Area","1","1","Urban"
"02471","MA","Post Office or large volume customer","1","1","Urban"
"02472","MA","Zip Code Area","1","1","Urban"
"02474","MA","Zip Code Area","1","1","Urban"
"02475","MA","Post Office or large volume customer","1","1","Urban"
"02476","MA","Zip Code Area","1","1","Urban"
"02477","MA","Post Office or large volume customer","1","1","Urban"
"02478","MA","Zip Code Area","1","1","Urban"
"02479","MA","Post Office or large volume customer","1","1","Urban"
"02481","MA","Zip Code Area","1","1","Urban"
"02482","MA","Zip Code Area","1","1","Urban"
"02492","MA","Zip Code Area","1","1","Urban"
"02493","MA","Zip Code Area","1","1","Urban"
"02494","MA","Zip Code Area","1","1","Urban"
"02495","MA","Post Office or large volume customer","1","1","Urban"
"02532","MA","Zip Code Area","1","1","Urban"
"02534","MA","Post Office or large volume customer","1","1","Urban"
"02535","MA","Zip Code Area","10","10","Rural"
"02536","MA","Zip Code Area","1","1","Urban"
"02537","MA","Zip Code Area","1","1","Urban"
"02538","MA","Zip Code Area","1","1","Urban"
"02539","MA","Zip Code Area","4","4","Suburban"
"02540","MA","Zip Code Area","1","1","Urban"
"02541","MA","Post Office or large volume customer","1","1","Urban"
"02542","MA","Zip Code Area","1","1","Urban"
"02543","MA","Zip Code Area","1","1","Urban"
"02552","MA","Post Office or large volume customer","10","10","Rural"
"02553","MA","Post Office or large volume customer","1","1","Urban"
"02554","MA","Zip Code Area","7","7","Rural"
"02556","MA","Zip Code Area","1","1","Urban"
"02557","MA","Zip Code Area","4","4","Suburban"
"02558","MA","Post Office or large volume customer","1","1","Urban"
